Date,Nitrogen_Dioxide,Ozone,PM10_Particulate,PM2-5_Particulate
0101200800,42.3,32.6,23,15.5
0101200801,33.8,35.3,21.2,13.5
0101200802,28.8,43.2,19.6,12.7
0101200803,27.3,42.4,18.3,11.9
0101200804,29.4,40.1,18.1,12
0101200805,38.3,33.8,18.7,12.2
0101200806,53.7,26.7,21.5,14.5
0101200807,66.2,22.4,23.4,15
0101200808,69.5,21.5,25.3,14.9
0101200809,67.1,23.7,26.6,14.8
0101200810,62.3,28,26.7,14.6
0101200811,60.5,29.6,28.1,14.8
0101200812,59.3,30,28,14.6
0101200813,59.7,30.6,27.7,13.8
0101200814,60.8,30.6,26.3,14.2
0101200815,66.1,27.8,27.2,14.3
0101200816,72.6,23.7,28,15.5
0101200817,75,22.1,29.3,16.9
0101200818,74.8,22.2,30.2,17.9
0101200819,69.4,23.6,30,17.2
0101200820,62.3,25.8,28.5,16.7
0101200821,55.9,28.3,26.1,15.5
0101200822,51.4,30.5,24.4,15
0101200823,45.8,33.8,23.1,14.2
0102200800,68.2,20.3,34.6,27.4
0102200801,60.7,21.1,32.2,27.6
0102200802,54,24,30.5,26.1
0102200803,50.9,24.5,29.4,25.1
0102200804,51.9,23.4,28.8,24.2
0102200805,60.7,19.6,29.8,25.2
0102200806,77.4,15,33.6,28.6
0102200807,92.3,12.1,37.8,30.7
0102200808,95.6,12.6,42.2,31.7
0102200809,90.9,15.8,45.7,32
0102200810,84.4,20,49.2,31.4
0102200811,79.1,23.6,49.6,29.9
0102200812,74.8,25.8,47.6,30
0102200813,72.4,27.4,46.3,28.9
0102200814,72.5,26.7,44.6,28.1
0102200815,76.8,24.8,44.7,27.9
0102200816,82.5,21.7,43.1,28.1
0102200817,89.7,17.2,42,29.2
0102200818,90.6,16.8,41,30.3
0102200819,88.3,16.7,41.1,31.3
0102200820,83,18.2,40.6,29.8
0102200821,78.2,19,38.6,29.2
0102200822,75.1,20.3,38,29.8
0102200823,72.2,21,36.7,28.1
0103200800,47.5,37.5,17.5,11
0103200801,39.5,42.9,16.1,10
0103200802,32.9,48.4,14.4,9.2
0103200803,30.2,49.2,13.9,9.2
0103200804,33,46.9,14,9.7
0103200805,42,41,15.5,10.8
0103200806,58.2,33,18.6,12.4
0103200807,67,30.9,22.6,14.1
0103200808,64.6,34.4,24.8,13.7
0103200809,61.6,38.8,26.4,13.4
0103200810,58.9,42.5,26.1,12
0103200811,56.9,44.5,26.3,12.1
0103200812,56.4,45.8,25.6,12
0103200813,56.6,46.8,24.8,12.3
0103200814,58.1,46.9,24.3,12
0103200815,59.4,46.3,24.3,13.5
0103200816,61.8,43.9,23.7,13.8
0103200817,66.9,39.9,24,13.1
0103200818,71.4,34.9,22.7,13.6
0103200819,69.6,33.4,22.9,13.6
0103200820,65.7,33.3,23.2,14.1
0103200821,62.1,33.2,23,13.6
0103200822,60,33.2,22.4,14.1
0103200823,54.1,35.1,20.6,12.1
0104200800,49.7,36.2,24.6,18.7
0104200801,44.4,38.3,23.4,18.9
0104200802,40.8,38.3,23.3,18.5
0104200803,43.6,32.8,24.4,20.5
0104200804,54.1,26,26.1,22
0104200805,72.5,19,31,27
0104200806,81,19.8,35,28.4
0104200807,76.6,26.1,37.3,27.1
0104200808,70.9,31.7,37.8,25.3
0104200809,66.4,37.9,36.1,23.3
0104200810,63.1,43,33.9,21.1
0104200811,62.2,45.7,31.9,20
0104200812,61.7,48,30.5,19.4
0104200813,60.9,48.5,30.4,18.5
0104200814,60.8,49.7,29.8,18.8
0104200815,60.7,50,28.1,17.9
0104200816,63.9,48.6,26.2,17.6
0104200817,66.3,46.3,26.8,18.1
0104200818,67.4,42.4,26.7,18.1
0104200819,67.3,37.8,25.7,18.5
0104200820,66.3,35.7,25.4,18.2
0104200821,64.3,35.2,25.4,18.2
0104200822,61.1,35.5,25.1,18.4
0104200823,56.2,36.6,25.1,18.4
0105200800,51.5,44.4,32.3,28.9
0105200801,47.5,43.3,31.5,28.9
0105200802,43.2,40.3,30,27.6
0105200803,45.1,35.3,29.9,27.1
0105200804,53.5,28.2,31.2,28.3
0105200805,66.5,23,34.5,31
0105200806,73.7,23.7,39,33.2
0105200807,73.6,27.5,41.5,33.3
0105200808,72.4,33.2,41.4,31.3
0105200809,69,39.5,39.5,28.4
0105200810,65.5,47.2,37.2,23.9
0105200811,63.3,54.5,35.4,21.5
0105200812,62.5,60.7,33.3,21.3
0105200813,62.9,63.7,34.5,21.6
0105200814,64,64.9,34,22.6
0105200815,66,66.3,32.6,23.7
0105200816,67.3,66,32.2,25.1
0105200817,68.9,61.4,32.8,25.8
0105200818,70.1,57.1,33.2,26.9
0105200819,69.1,51.2,34.4,28.2
0105200820,67.7,46,35.5,29.5
0105200821,65.2,45,35.6,30.5
0105200822,62.8,44.4,34.9,30.9
0105200823,58.6,43.7,34.5,30.5
0106200800,41,31.9,22.4,17.5
0106200801,35.8,32.5,20.9,17.4
0106200802,33,33.3,19.9,16.7
0106200803,33.9,30.8,19.5,16
0106200804,41,26.1,20.2,16
0106200805,51.8,24.1,22.5,16.5
0106200806,56.6,27.2,24.1,16.8
0106200807,55.7,30.9,25.1,16.2
0106200808,54.1,34.4,24.7,16.1
0106200809,51.9,39.5,23.7,15
0106200810,50.7,43.6,24,14.6
0106200811,51.2,47,24.4,14.5
0106200812,51.4,49.5,24.8,15.4
0106200813,52.6,51.2,25.3,15.6
0106200814,54.2,52.4,25.8,16.4
0106200815,54.6,53.5,25.8,16.4
0106200816,54.1,53.7,24.5,16
0106200817,53.9,52.5,23.6,15.5
0106200818,52.9,49.6,23.3,15.3
0106200819,50.1,46.8,23.1,15.4
0106200820,49.1,42.1,22,14.8
0106200821,50.9,36.8,22.6,15.7
0106200822,51.4,33.9,22.8,17.2
0106200823,47.9,32.8,21.8,17
0107200800,36.8,28.1,19.6,13.5
0107200801,31.5,29.4,18.6,12.5
0107200802,30.3,30.1,18,12.8
0107200803,32.3,26,18,13.1
0107200804,39.6,21.4,19.8,14.6
0107200805,50.9,18,23,17.4
0107200806,57.9,18.4,25.7,18.1
0107200807,57.5,21.6,27.4,17.5
0107200808,55.5,26.4,26.9,14.9
0107200809,52.8,32.2,26.2,13.5
0107200810,51,37.7,25,13.8
0107200811,50.8,41.6,25.5,13.4
0107200812,51.3,44.3,25.2,13.3
0107200813,51.4,46.6,25.7,13.7
0107200814,51.7,48.7,24.5,14.5
0107200815,51.6,50.2,24.2,13.7
0107200816,52.9,49.8,23.6,13.5
0107200817,53.9,48.7,22.9,13.3
0107200818,52.5,46.7,21.8,13.1
0107200819,51.2,43.6,21.5,13.2
0107200820,51.8,37.6,21.9,14.1
0107200821,52.4,32.7,22.6,15.2
0107200822,50,30.4,22.1,14.9
0107200823,45.2,29.5,21.3,14.3
0108200800,30.6,26.6,18.8,10.8
0108200801,25.7,27.9,17.6,10.1
0108200802,23,29.8,16.8,10.1
0108200803,23.9,27.4,16.5,9.5
0108200804,30.2,22.9,17.2,10.3
0108200805,42,18.5,19.6,12.4
0108200806,49.1,18.4,22.2,12.9
0108200807,48.4,20.9,23.6,12.9
0108200808,46,24.9,23.4,12.5
0108200809,44,29.1,22.1,12.1
0108200810,43.9,32,22.3,11
0108200811,43.8,33.7,22.4,11
0108200812,44.2,35.5,21.9,11.1
0108200813,44.2,36.6,22,11
0108200814,44.3,38.9,21.2,10.7
0108200815,44.5,41,21.2,11.3
0108200816,46.3,41.7,21.3,11.5
0108200817,47.1,39.8,21.6,11.9
0108200818,48.3,36.1,21.7,12.4
0108200819,47.7,31.5,21.2,12.5
0108200820,46.4,27.8,20.6,12.1
0108200821,44.8,26.5,21.3,12.2
0108200822,41.1,25.8,20.1,11.8
0108200823,36.5,27.3,19.7,10.9
0109200800,42.1,19.1,24.5,17.9
0109200801,37.5,20.4,23.3,17.2
0109200802,33.7,21.2,22.7,16.6
0109200803,34.7,19.4,22.4,16.9
0109200804,41.5,15.1,23.8,17.6
0109200805,54.4,10.9,27.2,20.3
0109200806,65.2,10,32,22.4
0109200807,67.4,11.5,36.8,23.7
0109200808,66,14.8,37.1,23.6
0109200809,60.5,19.6,32.7,22
0109200810,57.1,24.6,33,19.1
0109200811,55,28.6,31.2,17.5
0109200812,53.2,31.8,30.5,16.8
0109200813,53.5,33.9,29.8,15.3
0109200814,54.6,34.8,28,14.8
0109200815,55.4,35.6,26.8,15.3
0109200816,57.9,34.2,26.2,15.1
0109200817,61.2,30,26.8,15.2
0109200818,63.4,25,27.3,15.9
0109200819,61.3,21.6,28.1,17.1
0109200820,59.3,19.5,28,17.8
0109200821,58.4,18.4,27.1,17.9
0109200822,54.9,18,26.5,17.8
0109200823,49.9,18.8,25.6,17.6
0110200800,42.1,19.4,19.3,12.2
0110200801,36.6,20.7,17.4,10.3
0110200802,33.6,22.6,16.5,9.7
0110200803,33.7,21.6,15.1,9.4
0110200804,40.2,17.7,15.4,10.4
0110200805,53.8,13.3,18.9,12.7
0110200806,68.4,10.2,23.1,14.3
0110200807,72.5,10.4,27.6,15.4
0110200808,69.1,14,28.7,15.5
0110200809,63.4,18.4,27.3,14.5
0110200810,58.5,22.3,27.1,13.1
0110200811,55,25.9,26.2,12
0110200812,53.6,28.1,24.4,11.5
0110200813,54,28.1,25,11.2
0110200814,55.6,27.9,23.8,11.3
0110200815,58.7,27.1,23.5,11.7
0110200816,64.7,22.9,22.6,12.5
0110200817,72.1,17.8,24.5,13.7
0110200818,74.3,14.4,25.2,15
0110200819,69.7,14.1,25.6,15.9
0110200820,64,15.3,25.2,15.5
0110200821,59.3,16.7,24.2,15
0110200822,56,17.4,23.5,13.9
0110200823,50.8,18.1,21.8,13.4
0111200800,48.6,18.1,20.1,14.9
0111200801,42,20.1,17.9,13.8
0111200802,36.4,22.8,16.5,12.3
0111200803,33.5,23.5,16.2,12.1
0111200804,33.4,24.4,14.8,11.5
0111200805,40.4,21.3,15.2,11.7
0111200806,55.1,17.1,18,13.3
0111200807,67.2,14.6,20.8,14
0111200808,69.1,14.6,23.5,15.2
0111200809,68.2,16.8,24.8,14.2
0111200810,65.6,19.1,24.5,13.3
0111200811,62.3,21.2,24.6,13.6
0111200812,61.5,22.6,25.2,14.6
0111200813,61.9,22.7,24.9,14.5
0111200814,64.8,21.6,25.5,14.6
0111200815,70.2,18.3,25.2,15.2
0111200816,73.2,15.1,24.1,15.7
0111200817,74.2,14.4,23.7,16.4
0111200818,73.3,14.9,24,17
0111200819,68.1,15.7,24.5,17.2
0111200820,60.7,17.1,23.9,18.1
0111200821,56.2,18,23.1,18
0111200822,53.6,18.6,22.4,16.5
0111200823,51.1,19,21,15.4
0112200800,52.9,15.5,24.2,20
0112200801,47.6,17.8,21.5,18.3
0112200802,41.5,19.7,20.3,16.9
0112200803,38.4,21.3,19.1,15.9
0112200804,40.2,20.4,18.8,16.1
0112200805,47.6,17.2,19.6,16.6
0112200806,61.8,13.7,21.6,18.5
0112200807,73.6,11.5,24.3,19.5
0112200808,78,11.2,26.7,21
0112200809,77.9,11.9,29.5,21.5
0112200810,74.5,13.7,31.1,21.5
0112200811,70.6,16.2,31.9,21.4
0112200812,68.6,17.4,33.1,21.8
0112200813,69,17,32.2,20.8
0112200814,71.7,16,32,20.8
0112200815,75.7,13.5,31.2,21
0112200816,80.6,11.2,31.4,22.5
0112200817,80.9,10.7,31.3,23.3
0112200818,78.8,11,30.9,22.7
0112200819,75.1,11,30.4,22.5
0112200820,70.3,11.1,30.3,22.7
0112200821,66.1,11.8,29,22.7
0112200822,62.7,13.1,27.3,22.3
0112200823,58.3,13.9,27.4,22.2
0101200900,58,20.2,28.3,23.1
0101200901,51.3,24.5,26.9,22.3
0101200902,45.5,24.8,26.1,21.6
0101200903,43.9,24.3,24.7,20.4
0101200904,45.6,23,23.9,20.7
0101200905,53,20.3,24.2,21.3
0101200906,67.1,16.1,26.6,22.8
0101200907,77.7,14.3,27.9,24.1
0101200908,81.2,13.7,29.5,24.3
0101200909,80.6,14.7,31.5,24.9
0101200910,76.5,17.6,32.5,24.4
0101200911,73.1,20.1,35.1,24.2
0101200912,71.1,22.3,36.9,23.3
0101200913,69.3,23.9,38.1,21.9
0101200914,70.5,23.4,36.9,21.7
0101200915,77,19.1,35.9,22.7
0101200916,82.9,15.3,34.8,23.3
0101200917,84.9,13.7,34.7,24.1
0101200918,83.5,13.6,33.7,24.6
0101200919,79.4,14.3,33.9,24.9
0101200920,73.4,15.3,32.8,24.6
0101200921,69.2,17.8,31.7,24.4
0101200922,66.8,18.7,30.7,23.8
0101200923,63.1,19.6,29.1,22.8
0102200900,62,12.6,25.2,19.3
0102200901,54.8,15,23.4,18.7
0102200902,48.4,17.7,21.7,17.9
0102200903,45.3,19.3,20.7,17.3
0102200904,46.5,18.2,20.8,17.4
0102200905,55.4,14.5,21.3,17.8
0102200906,71.3,10.8,24.5,20.3
0102200907,84.5,8.2,27,22.6
0102200908,86.8,8.9,29.9,22.9
0102200909,82.8,12.1,30.9,22.8
0102200910,77.2,16.3,34.1,21.6
0102200911,72.8,20.6,34.9,20
0102200912,71,23.2,34.8,18.3
0102200913,70.1,24.6,33.8,17.5
0102200914,70.3,24.8,31.1,16.3
0102200915,74,22.4,30.7,15.5
0102200916,79.5,18.6,28.8,15.5
0102200917,85.6,13.9,28.1,16.9
0102200918,90.1,10.8,29.3,18.7
0102200919,89.6,9.3,30,20.2
0102200920,83.6,9.6,29.4,20.2
0102200921,78.9,9.9,27.9,20.3
0102200922,75.2,10.1,27.6,20
0102200923,70.5,10.4,26.6,19.9
0103200900,60.3,29,27.4,19.5
0103200901,53.3,30.1,25.5,18.8
0103200902,47.5,31.5,24.3,19.3
0103200903,44.6,32,23.3,18.3
0103200904,46.4,31.1,23.7,18.9
0103200905,56.6,26.1,25.8,20.7
0103200906,73.6,20.3,28.7,22.7
0103200907,83.7,18.4,32.9,23.6
0103200908,79.1,22.5,35.6,23.9
0103200909,72.8,28.5,37.8,23.8
0103200910,66.8,34.9,37.2,22.5
0103200911,62.1,39.6,34.7,19.7
0103200912,58.8,42.7,32.9,18
0103200913,57.9,45.4,31.8,17.3
0103200914,58.4,46.1,31.5,17.1
0103200915,61.9,44.4,29.8,17.1
0103200916,66.5,41.4,28.8,17.4
0103200917,72.1,37.5,28.8,17.6
0103200918,79.4,30.8,30.5,18.5
0103200919,79.5,28.8,30.6,19.1
0103200920,75.5,28.5,30.4,19.8
0103200921,71.9,28.3,29.7,20.2
0103200922,69.2,28.7,29.1,19.8
0103200923,65.9,29,28.5,19.6
0104200900,49.9,32.4,30.2,24.7
0104200901,44.9,33.7,28.5,23.5
0104200902,41.5,34.5,26.8,23.6
0104200903,43.4,31.5,27.4,24.3
0104200904,51.8,25.5,28.6,25.3
0104200905,67.2,18.6,32.6,28.9
0104200906,77.4,17.8,37.1,30.7
0104200907,75.6,22.3,38.8,29.6
0104200908,71.7,28.7,37.3,28.7
0104200909,66.1,34,35.2,26.9
0104200910,62.7,40,34.5,25.8
0104200911,61.8,43,33.5,25.4
0104200912,62.9,46.8,33.7,25.4
0104200913,62.7,49.9,33.7,24.5
0104200914,63.8,51.1,33.5,24
0104200915,64.7,53,32.1,24.3
0104200916,66.1,53.2,31.4,23.5
0104200917,68.3,49.4,31,24.6
0104200918,71,43.3,30.4,23.9
0104200919,72.6,35.9,32,27.1
0104200920,73.1,29.9,33.9,28
0104200921,71.4,26.7,35.2,28.8
0104200922,66.6,27,33.5,28.3
0104200923,59,29.7,31.6,26.2
0105200900,40,39.9,22.9,14.8
0105200901,35.7,40.6,22.3,14.4
0105200902,34.3,39,21.8,14.8
0105200903,35.5,36,21.4,14.9
0105200904,42.4,31.5,22.2,15.2
0105200905,53.9,27.6,24.2,16.7
0105200906,59.4,28.6,27.4,17.5
0105200907,57.3,33.1,27.6,16.4
0105200908,55.8,38.6,27.5,14.9
0105200909,51.5,45.3,26.7,13.6
0105200910,49.9,49.2,26.1,12.6
0105200911,48.5,52.3,29.3,12.5
0105200912,47.7,54.9,27.5,12.4
0105200913,47.9,57.4,26.7,12.9
0105200914,48.8,59.3,26.6,12.9
0105200915,49.6,59.6,25.2,13.4
0105200916,51,58.4,23.8,13
0105200917,52.6,57.5,22.3,12.9
0105200918,52.7,54.9,23,13.5
0105200919,51.6,51.4,23.5,14
0105200920,51.3,47.3,24.5,15
0105200921,52.2,44.1,25.5,15.1
0105200922,50.5,41.8,25.2,15.3
0105200923,46.5,41.2,24,14.7
0106200900,44.3,35.3,20.9,14.9
0106200901,38.6,35.2,19.7,14.6
0106200902,37.1,33.6,19.7,15
0106200903,39.3,28.9,20.2,15.5
0106200904,46.3,24.2,22.3,17.1
0106200905,57,21.3,24.8,19.1
0106200906,64.5,23.5,27.4,19
0106200907,65.8,26.5,28.6,18.5
0106200908,64,31,28.6,18.5
0106200909,60.9,36.6,27.6,17.5
0106200910,59.1,42.4,27.2,17
0106200911,58.3,47.7,26.8,15.4
0106200912,58.1,53.2,28.1,15.2
0106200913,59.1,55.5,27.8,15.3
0106200914,61.2,56.2,27.5,15.4
0106200915,61.5,57,27.2,15.6
0106200916,61.5,56.5,25.9,14.9
0106200917,61.4,55.7,23.9,14.5
0106200918,59.6,52.9,23.3,14
0106200919,57.2,47.2,23.1,14.4
0106200920,58.4,40.5,23,14.5
0106200921,60.1,35.6,23.2,15.3
0106200922,58.6,33.2,23.4,15.8
0106200923,53.9,33.4,22.2,15.6
0107200900,33,29.5,17.7,10.9
0107200901,26.6,32,17,10.4
0107200902,25.5,31.7,17,10.3
0107200903,26.9,29,17.4,10.6
0107200904,34.5,23.9,18.3,11.1
0107200905,46.2,20.7,20.5,12.7
0107200906,53.1,20.4,22.6,13.4
0107200907,52.5,22.4,23.2,13.4
0107200908,49.7,26.3,23.2,12.7
0107200909,48.1,30.7,22.5,11.3
0107200910,47,34.3,21.9,10.5
0107200911,46.5,38,21.9,10.5
0107200912,46.5,41,22.2,10.8
0107200913,46.9,42.1,21.6,10.6
0107200914,48.9,42.6,22,10.9
0107200915,50.2,42.8,21.3,10.9
0107200916,49.4,43.3,20.9,11
0107200917,50.5,41.3,19.6,11
0107200918,50.5,39,19,11.3
0107200919,49.7,36.2,19.6,11.1
0107200920,48.6,32.4,19.1,11.4
0107200921,48.2,29.8,19.5,11.1
0107200922,45.3,28.7,19.4,10.9
0107200923,40.6,28.4,18,10.7
0108200900,40.5,21.4,19.3,13.3
0108200901,35.3,23.2,17.9,12.4
0108200902,33.4,23.1,17.2,12.1
0108200903,34.1,20.9,16.8,11.7
0108200904,41,15.6,18.2,12.8
0108200905,52.4,11.9,21.3,14.9
0108200906,58.4,13.2,23.6,15.1
0108200907,56.4,18.8,24.2,14.5
0108200908,53,24,24.5,13.5
0108200909,49.7,28.8,23.5,13.2
0108200910,48.1,32.4,23.2,12.8
0108200911,48.4,35.3,25,12.2
0108200912,47.8,38.7,24.3,12.6
0108200913,48,41.7,24.3,12.8
0108200914,49.4,43.5,23.5,13.1
0108200915,49.1,45.1,23.5,12.6
0108200916,50.2,44.3,21.3,12.5
0108200917,52.2,42.4,21.4,12.5
0108200918,53.3,38,20.5,12.6
0108200919,54.5,32.6,20.8,13.2
0108200920,55.8,26.5,22.2,14.3
0108200921,55.1,23.4,22.5,14.6
0108200922,52.9,21.5,21.4,14.5
0108200923,49,20.1,20.5,14.3
0109200900,40.2,24.4,21.5,13.4
0109200901,35.6,26.4,20,12.8
0109200902,31.4,28.4,19.6,12.6
0109200903,31.4,27.3,18.4,12.2
0109200904,38.2,23.3,19.2,12.7
0109200905,53.2,16.9,21.8,14.3
0109200906,64.4,14.6,24.9,15.9
0109200907,62.9,17.3,26.7,15.5
0109200908,59.5,21.6,28.4,15.6
0109200909,55.8,26.2,26.7,14.9
0109200910,52.8,29.8,29.4,14
0109200911,51.7,32.7,25.6,14
0109200912,51.6,35,25.8,13.8
0109200913,52.3,36.1,26.1,14.6
0109200914,53.7,36.5,26.9,14.5
0109200915,55,35.9,28.6,14.6
0109200916,57.3,33.6,24.5,14.5
0109200917,60.7,29.7,24.3,15.2
0109200918,63.6,24.6,25.5,16.3
0109200919,60.8,22.4,25.3,16.3
0109200920,55.5,22,24.1,15.8
0109200921,52.9,22.3,24,15.1
0109200922,50.6,21.9,22.7,14.4
0109200923,46.3,22.6,22.2,13.7
0110200900,48.1,13.1,24.5,16.4
0110200901,42.9,14.7,22.5,15
0110200902,39.8,15.8,21.2,14.9
0110200903,39.9,15.2,20.2,14.4
0110200904,45.3,12.9,20.9,14.9
0110200905,58.5,9.9,23.7,17.4
0110200906,70.8,8,27.2,19.6
0110200907,75.5,9,30.3,20.6
0110200908,74.5,11.5,31.9,20.4
0110200909,69.7,15.3,31.6,18.7
0110200910,64.8,19.1,28.9,17.4
0110200911,62.2,21.6,27.5,15.9
0110200912,61.5,23.3,26.7,15.3
0110200913,61.4,23.9,26.1,15.2
0110200914,62.5,24.3,25.1,14.7
0110200915,67.1,22.2,26.2,15.6
0110200916,72.7,17.8,28.5,17.4
0110200917,78.4,13.7,28.5,19.9
0110200918,80.2,12.2,30.5,21.5
0110200919,76.9,11.5,31.2,22.3
0110200920,71.7,11.4,31.7,23.2
0110200921,67.4,11.2,31.5,22.8
0110200922,62.4,11.3,30,20.5
0110200923,56.5,12.1,27.5,18.5
0111200900,41.9,31.5,21.6,13.1
0111200901,34.3,35.2,19.1,11.3
0111200902,29,39.9,17,10.3
0111200903,27.3,40.6,16.3,9.3
0111200904,29.2,38.7,15,9.1
0111200905,36.8,34.7,15,9.4
0111200906,51.9,28.2,16.7,10.8
0111200907,64.8,24.2,18.5,12
0111200908,65.8,24.2,21.4,12.7
0111200909,63.6,26.6,22.9,13.2
0111200910,58.8,29.5,22.6,12.5
0111200911,56,31.7,23.5,11.9
0111200912,56.6,31.9,23.3,11.9
0111200913,56.4,33,22.6,11.9
0111200914,58.9,32,23,11.7
0111200915,64.6,28.6,24.8,12.6
0111200916,70.2,25.4,24.9,13.7
0111200917,71.7,23.4,24.3,14.6
0111200918,70.8,23.1,25.6,15.5
0111200919,67,23.5,26.7,17.6
0111200920,59.1,25.9,26.5,19.1
0111200921,54,27.2,28.8,16.9
0111200922,51,28.6,23.7,14.8
0111200923,47.9,29.9,22.6,13.6
0112200900,52.1,21,20,14.8
0112200901,46.3,23.2,18,13.6
0112200902,39.8,26.3,16.7,12.9
0112200903,37.8,27.4,15.9,12.2
0112200904,39.9,25.8,16.2,12.3
0112200905,47.2,22.9,16.5,12.9
0112200906,61.2,18.4,18,14.4
0112200907,73,15.5,21.5,15.7
0112200908,77.5,14.4,24,16.6
0112200909,77.4,15.5,24.7,18.1
0112200910,74.6,17.7,24.9,17.8
0112200911,71.3,20.3,27.2,17.7
0112200912,70.7,21.7,28,17.7
0112200913,71.8,21.1,28.6,17.3
0112200914,75.4,18.6,28.7,17.4
0112200915,79,15.7,28.3,17.7
0112200916,82.9,13.4,28.8,18.5
0112200917,82,12.9,26.7,18.8
0112200918,79.5,13.2,26.5,18.7
0112200919,75.3,14.3,25.2,18.3
0112200920,68.6,16.3,23.8,17.6
0112200921,64.4,17.5,22.8,17.5
0112200922,60.6,18.8,22,16.5
0112200923,55.9,21.4,21.2,15.6
0101201000,54.8,15.3,27.4,23.5
0101201001,48.6,17.3,25.7,22.6
0101201002,43.3,19.7,24.5,20.9
0101201003,41.3,20.2,23.9,20.8
0101201004,42.5,19.1,23.2,20.4
0101201005,49.5,15.8,23.9,21.2
0101201006,63,11.8,25.5,22.8
0101201007,73.5,10.1,26.9,23.2
0101201008,75.6,10.2,28.6,23.3
0101201009,73.5,12.2,30.6,24.4
0101201010,70.2,14.9,31.4,24.6
0101201011,68.2,16.9,33.2,24.6
0101201012,67.9,18.2,34.4,24.7
0101201013,68.3,18.4,35.4,24.8
0101201014,70,17.5,36.5,26.4
0101201015,74.7,14.6,35.9,25.7
0101201016,79.8,11.5,35.1,26.6
0101201017,82.2,10,34.1,26.5
0101201018,81.7,9.6,33.7,27
0101201019,79,9.5,33.3,27
0101201020,73.2,9.6,32.3,26.9
0101201021,69.1,10,31,26.1
0101201022,65.9,11,29.4,25.7
0101201023,60.9,13.3,28.3,24.4
0102201000,55,22.6,23.1,18.7
0102201001,48.2,24.7,21.9,18.1
0102201002,42.4,27.7,21.1,18.1
0102201003,40.1,28.5,20.7,19
0102201004,40.5,27.5,20.4,18
0102201005,47.3,25.2,20.7,17.5
0102201006,62.3,20.6,22.9,19.3
0102201007,74.8,16.9,25.1,20.7
0102201008,77.2,17.1,27.2,20.8
0102201009,74.5,19.7,28.4,20.5
0102201010,69.3,23,28.4,19.6
0102201011,65.4,26.9,28.8,17.6
0102201012,63.4,29.5,28.7,16.2
0102201013,63.2,30.9,28.2,16.2
0102201014,64.2,30.3,28.7,16.2
0102201015,66.9,29.2,27.4,16.6
0102201016,71.4,26.6,26.2,15.9
0102201017,77.8,21.6,24.6,16.4
0102201018,81.5,18.1,25.6,18.4
0102201019,81,16.6,26.3,19.3
0102201020,75,19.2,26.2,19.2
0102201021,68.8,21.4,25.9,19.5
0102201022,63.8,23.3,24.5,19.3
0102201023,59,24.5,23.7,18.9
0103201000,51.8,27,20.9,15.3
0103201001,44.7,28.5,20.2,14.3
0103201002,39.2,31.7,19.6,14.4
0103201003,38.1,31.3,18.8,13.9
0103201004,41.8,28.6,19.1,14
0103201005,53.5,22.4,21.4,15.8
0103201006,72,16.3,25.1,18
0103201007,82.1,16.2,28.7,19.3
0103201008,78.7,18.9,32.3,19
0103201009,70.7,22.7,34.4,18.4
0103201010,61.9,27.2,33.1,16.9
0103201011,58.6,29.5,31.6,15.9
0103201012,57.6,30.5,29.7,15
0103201013,56.9,31.5,27.9,14.4
0103201014,57.2,31.3,26.9,14.2
0103201015,58.9,31.1,26.7,14.6
0103201016,61.9,30.2,26,15.1
0103201017,67,28,25.4,15.4
0103201018,72.5,24.6,25.9,16.3
0103201019,70.6,24.6,26.3,16.4
0103201020,63.6,26.5,24.9,16.1
0103201021,61,25.9,24.3,16
0103201022,59.5,24.9,23.1,15.9
0103201023,56.2,24.6,22.2,16
0104201000,52.3,33.1,24.9,17.2
0104201001,48.8,33.8,24.1,16.8
0104201002,46.2,34.4,23.6,17.1
0104201003,48,31.8,24.5,17.9
0104201004,55.8,26.4,26.4,18.9
0104201005,71.3,19.9,30.9,21.8
0104201006,78.8,19.8,35,23.8
0104201007,74.5,24.3,37,24.3
0104201008,67.9,31.3,36.2,22.8
0104201009,61.8,37.5,34.1,20.3
0104201010,57.1,42,33.4,18.7
0104201011,54.3,46.8,31.1,17.1
0104201012,53.9,49.3,30.2,17.3
0104201013,54.5,50.1,30,16.9
0104201014,55.6,51.1,30.3,16.7
0104201015,57.3,51.5,29.7,16.9
0104201016,59.1,51.5,29.2,16.3
0104201017,62,48.4,28.6,16.5
0104201018,65.3,42.5,29.4,17.7
0104201019,66.7,35.9,30,18.5
0104201020,66.6,33.1,30.3,20
0104201021,65.1,32.3,29.9,20.7
0104201022,61.9,32.7,28.6,19.3
0104201023,58.9,32.7,26.9,18.1
0105201000,46.6,29.9,22.1,16.1
0105201001,42.5,29.8,21.6,16.4
0105201002,39.3,30.3,21.3,16.7
0105201003,39.8,27.7,21.7,17.3
0105201004,46.3,24.1,22.6,17.9
0105201005,57.7,21.8,25.3,19.1
0105201006,63.2,24.1,27.7,19.2
0105201007,60.3,29.6,28.5,17.7
0105201008,57.9,33.8,29.1,17.3
0105201009,54.6,37.2,27.5,15.4
0105201010,52,40,25.6,14.6
0105201011,51.6,41.4,25.6,14.4
0105201012,51.7,43.2,25.2,14.7
0105201013,52.1,44.7,24.7,14.1
0105201014,53.9,44.9,24.3,14.3
0105201015,54.5,45.8,25.1,15.1
0105201016,55.2,46.5,24.9,15.5
